catalog_id,initial,name,primary_model,secondary_models,product_type,deployment,provider_or_project,stackoverflow_rank_2025,stackoverflow_used_pct_2025,dbengines_rank_2026_09,dbengines_score_2026_09,dbengines_top20_model,country_breakdown_status,gender_breakdown_status,notes,source_url
412,O,ObjectDB,Object / XML / multivalue / specialty,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_object_database_management_systems
413,O,Objectivity/DB,Object / XML / multivalue / specialty,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_object_database_management_systems
414,O,Objectivity/DB Graph,Graph,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
415,O,ObjectStore,Object / XML / multivalue / specialty,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_object_database_management_systems
416,O,OceanBase,Relational / SQL,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems
417,O,Ocient,Analytical / warehouse / lakehouse,,Analytical data platform / warehouse,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
418,O,ODABA,Object / XML / multivalue / specialty,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_object_database_management_systems
419,O,Omnis Studio,Relational / SQL,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems
420,O,Ontotext GraphDB,RDF / semantic graph,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
421,O,OpenAccess,Object / XML / multivalue / specialty,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_object_database_management_systems
422,O,openGauss,Relational / SQL,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems
423,O,OpenHistorian,Time series,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
424,O,OpenLDAP,Object / XML / multivalue / specialty,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_object_database_management_systems
425,O,OpenLink Virtuoso,Relational / SQL,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems
426,O,OpenLink Virtuoso RDF,RDF / semantic graph,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
427,O,OpenQM,Object / XML / multivalue / specialty,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_object_database_management_systems
428,O,OpenSearch,Search / indexing,,Search engine / search database,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
429,O,OpenSearch Vector Engine,Vector / similarity,,Vector database / vector-capable data system,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
430,O,OpenTSDB,Time series,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
431,O,Oracle AI Vector Search,Vector / similarity,,Vector database / vector-capable data system,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
432,O,Oracle Autonomous Data Warehouse,Analytical / warehouse / lakehouse,,Analytical data platform / warehouse,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
433,O,Oracle Autonomous Database,Relational / SQL,,Managed database service,Managed cloud,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,Managed service; underlying engine may be separately listed.,https://db-engines.com/en/ranking/
434,O,Oracle Coherence,Key-value / in-memory,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/List_of_in-memory_databases
435,O,Oracle Database,Relational / SQL,,Database engine / DBMS,Self-managed or varies,,9,10.6,1,1122.27,Relational / multi-model,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems
